time,capital,peak,drawdown
2024-12-26 01:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 02:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 03:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 04:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 05:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 06:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 07:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 08:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 09:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 10:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 11:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 12:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 13:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 14:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 15:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 16:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 17:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 18:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 19:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 20:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 21:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 22:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-26 23:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-27 00:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-27 01:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-27 02:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-27 03:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-27 04:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-27 05:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-27 06:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-27 07:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-27 08:00:00,101.24448191863932,108.72454267983241,6.879827292739289
2024-12-27 09:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 10:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 11:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 12:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 13:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 14:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 15:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 16:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 17:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 18:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 19:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 20:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 21:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 22:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-27 23:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 00:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 01:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 02:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 03:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 04:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 05:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 06:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 07:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 08:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 09:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 10:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 11:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 12:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 13:00:00,100.74635906759961,108.72454267983241,7.337978542459016
2024-12-28 14:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-28 15:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-28 16:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-28 17:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-28 18:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-28 19:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-28 20:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-28 21:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-28 22:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-28 23:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-29 00:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-29 01:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-29 02:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-29 03:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-29 04:00:00,103.47996007940289,108.72454267983241,4.823733879362966
2024-12-29 05:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 06:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 07:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 08:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 09:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 10:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 11:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 12:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 13:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 14:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 15:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 16:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 17:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 18:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 19:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 20:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 21:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 22:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-29 23:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-30 00:00:00,103.52832720930252,108.72454267983241,4.779247943890181
2024-12-30 01:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 02:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 03:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 04:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 05:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 06:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 07:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 08:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 09:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 10:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 11:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 12:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 13:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 14:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 15:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 16:00:00,99.80130742976763,108.72454267983241,8.207195017910129
2024-12-30 17:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-30 18:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-30 19:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-30 20:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-30 21:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-30 22:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-30 23:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 00:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 01:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 02:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 03:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 04:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 05:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 06:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 07:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 08:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 09:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 10:00:00,97.89276271766414,108.72454267983241,9.962589582064513
2024-12-31 11:00:00,96.32647851418152,108.72454267983241,11.403188148751479
2024-12-31 12:00:00,94.74308844495695,108.72454267983241,12.859519930148128
2024-12-31 13:00:00,95.62825564259649,108.72454267983241,12.045382500068394
2024-12-31 14:00:00,95.62825564259649,108.72454267983241,12.045382500068394
2024-12-31 15:00:00,95.62825564259649,108.72454267983241,12.045382500068394
2024-12-31 16:00:00,95.62825564259649,108.72454267983241,12.045382500068394
2024-12-31 17:00:00,96.28307012310916,108.72454267983241,11.44311325673762
2024-12-31 18:00:00,96.28307012310916,108.72454267983241,11.44311325673762
2024-12-31 19:00:00,96.28307012310916,108.72454267983241,11.44311325673762
2024-12-31 20:00:00,96.28307012310916,108.72454267983241,11.44311325673762
2024-12-31 21:00:00,96.28307012310916,108.72454267983241,11.44311325673762
2024-12-31 22:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2024-12-31 23:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 00:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 01:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 02:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 03:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 04:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 05:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 06:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 07:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 08:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 09:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 10:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 11:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 12:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 13:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 14:00:00,94.65875360297858,108.72454267983241,12.93708736791305
2025-01-01 15:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-01 16:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-01 17:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-01 18:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-01 19:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-01 20:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-01 21:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-01 22:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-01 23:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 00:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 01:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 02:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 03:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 04:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 05:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 06:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 07:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 08:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 09:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 10:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 11:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 12:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 13:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 14:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 15:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 16:00:00,94.49708394954774,108.72454267983241,13.085783926616374
2025-01-02 17:00:00,96.44880723703756,108.72454267983241,11.29067562872528
2025-01-02 18:00:00,96.44880723703756,108.72454267983241,11.29067562872528
2025-01-02 19:00:00,96.44880723703756,108.72454267983241,11.29067562872528
2025-01-02 20:00:00,96.44880723703756,108.72454267983241,11.29067562872528
2025-01-02 21:00:00,96.44880723703756,108.72454267983241,11.29067562872528
2025-01-02 22:00:00,97.30400584678097,108.72454267983241,10.504101973261156
2025-01-02 23:00:00,97.30400584678097,108.72454267983241,10.504101973261156
2025-01-03 00:00:00,97.30400584678097,108.72454267983241,10.504101973261156
2025-01-03 01:00:00,97.30400584678097,108.72454267983241,10.504101973261156
2025-01-03 02:00:00,97.30400584678097,108.72454267983241,10.504101973261156
2025-01-03 03:00:00,97.30400584678097,108.72454267983241,10.504101973261156
2025-01-03 04:00:00,97.30400584678097,108.72454267983241,10.504101973261156
2025-01-03 05:00:00,97.30400584678097,108.72454267983241,10.504101973261156
2025-01-03 06:00:00,97.30400584678097,108.72454267983241,10.504101973261156
2025-01-03 07:00:00,97.31331380955,108.72454267983241,10.495540922977929
2025-01-03 08:00:00,97.31331380955,108.72454267983241,10.495540922977929
2025-01-03 09:00:00,97.31331380955,108.72454267983241,10.495540922977929
2025-01-03 10:00:00,98.38813936057647,108.72454267983241,9.506964172472221
2025-01-03 11:00:00,98.38813936057647,108.72454267983241,9.506964172472221
2025-01-03 12:00:00,96.7339712611812,108.72454267983241,11.028394438926783
2025-01-03 13:00:00,96.7339712611812,108.72454267983241,11.028394438926783
2025-01-03 14:00:00,96.7339712611812,108.72454267983241,11.028394438926783
2025-01-03 15:00:00,96.7339712611812,108.72454267983241,11.028394438926783
2025-01-03 16:00:00,96.7339712611812,108.72454267983241,11.028394438926783
2025-01-03 17:00:00,96.7339712611812,108.72454267983241,11.028394438926783
2025-01-03 18:00:00,96.7339712611812,108.72454267983241,11.028394438926783
2025-01-03 19:00:00,96.7339712611812,108.72454267983241,11.028394438926783
2025-01-03 20:00:00,96.7339712611812,108.72454267983241,11.028394438926783
2025-01-03 21:00:00,96.7339712611812,108.72454267983241,11.028394438926783
2025-01-03 22:00:00,96.7339712611812,108.72454267983241,11.028394438926783
2025-01-03 23:00:00,97.3488971321848,108.72454267983241,10.46281296500473
2025-01-04 00:00:00,98.0115248353239,108.72454267983241,9.853357466911376
2025-01-04 01:00:00,98.0115248353239,108.72454267983241,9.853357466911376
2025-01-04 02:00:00,98.0115248353239,108.72454267983241,9.853357466911376
